Student_ID,JAMB_Score,State_of_Origin,Distance_Category,Program_Type,Academic_Year,Financial_Aid,Disciplinary_Count,Internet_Access,Library_Usage,Cumulative_GPA,Attendance_Rate,Predicted_Dropout
677,205,Rivers,Regional,Arts,1,0,0,1,17,3.229611501996914,0.48540525615522956,0
678,242,Other,Far,Science,4,0,0,1,16,2.8583115610138945,0.4111452679586256,0
679,265,Lagos,Far,Science,3,0,0,1,8,3.474438824555235,0.5343707206668937,0
680,238,Kano,Far,Management,3,0,0,1,13,3.5729177043959637,0.5540664966350395,0
681,206,Rivers,Local,Science,4,1,0,1,20,2.587892266312304,0.3570614090183075,1
682,340,Oyo,Local,Management,3,1,0,1,12,3.541094255178846,0.547701806791616,0
683,277,Oyo,Local,Science,2,0,0,0,19,4.153376241921357,0.6701582041401182,0
684,284,Rivers,Far,Management,3,0,3,0,19,3.7647153568836424,0.5924260271325752,0
685,278,Other,Local,Arts,2,0,1,0,13,3.9459001933177498,0.6286629944193967,0
686,308,Oyo,Regional,Management,1,0,0,0,10,3.3375366791259564,0.506990291581038,0
687,328,Other,Regional,Science,1,0,0,1,12,2.4510796431400967,0.3296988843838661,0
688,234,Other,Local,Management,2,1,2,1,16,2.552284432237084,0.3499398422032636,1
689,185,Kano,Local,Management,2,0,0,1,2,3.4559103742835293,0.5306650306125527,0
690,274,Kano,Far,Arts,4,1,0,1,0,3.9542109801218484,0.6303251517802164,0
691,312,Lagos,Far,Arts,2,0,0,0,20,5.0,0.8394829557558467,0
692,281,Rivers,Local,Management,2,0,1,0,4,3.9854575555508833,0.6365744668660234,0
693,182,Other,Regional,Science,3,0,0,0,12,2.2636513940019984,0.2922132345562464,1
694,202,Rivers,Far,Arts,4,1,0,0,4,2.586181942112014,0.3567193441782496,1
695,232,Kano,Local,Management,2,1,0,1,4,5.0,0.8394829557558467,0
696,344,Other,Local,Science,2,0,1,1,11,3.0284888544185775,0.4451807266395622,0
697,262,Enugu,Local,Science,2,0,0,1,1,3.238011707809031,0.48708529731765293,0
698,324,Lagos,Regional,Arts,3,1,1,0,15,2.431666463672617,0.32581624849037016,0
699,264,Rivers,Local,Management,3,0,1,0,16,4.4520827244593955,0.7298995006477258,0
700,257,Rivers,Local,Science,3,1,0,1,4,3.6002665658565007,0.5595362689271469,0
701,289,Other,Local,Science,1,0,0,1,11,2.5803189216917506,0.35554674009419684,0
702,180,Lagos,Regional,Science,3,1,0,1,14,2.404939768914183,0.3204709095386834,1
703,230,Kano,Far,Management,2,0,2,1,5,3.445763156718298,0.5286355870995063,0
704,183,Enugu,Far,Science,3,0,0,0,12,3.235364939904362,0.4865559437367192,1
705,292,Kano,Far,Arts,3,1,2,1,10,3.8656881737769018,0.6126205905112271,0
706,211,Oyo,Regional,Science,4,0,0,1,16,3.63757477850176,0.5669979114561987,0
707,213,Enugu,Local,Management,2,0,0,1,8,2.988415720985102,0.43716609995286715,0
708,271,Rivers,Local,Management,3,0,0,0,15,2.7649587236309072,0.39247470048202815,0
709,274,Other,Far,Science,1,1,0,1,16,3.072046281360933,0.4538922120280333,0
710,251,Oyo,Local,Science,4,0,1,0,19,2.75945532267459,0.39137402029076473,0
711,218,Lagos,Local,Management,3,1,0,1,17,3.095843573756191,0.4586516705070849,0
712,333,Enugu,Regional,Science,4,0,0,1,12,3.2131527428955056,0.4821135043349478,0
713,341,Other,Local,Science,4,0,0,1,10,2.4816552852959544,0.33581401281503764,0
714,297,Oyo,Local,Management,1,0,0,0,12,3.7045438896783045,0.5803917336915076,0
715,182,Kano,Far,Management,1,0,0,0,12,2.903657828424264,0.4202145214406995,1
716,302,Other,Far,Arts,1,0,0,1,11,2.5264925197717254,0.3447814597101918,0
717,229,Rivers,Local,Science,2,0,1,1,13,2.9187140573745056,0.4232257672307479,0
718,191,Kano,Far,Science,4,1,0,0,12,3.3938065252962293,0.5182442608150926,0
719,233,Kano,Regional,Science,3,1,0,0,8,3.266430559850643,0.4927690677259753,0
720,312,Lagos,Regional,Management,1,0,0,1,13,3.53769449192357,0.5470218541405607,0
721,236,Other,Local,Management,1,0,0,1,0,3.9186769000604236,0.6232183357679315,0
722,324,Lagos,Local,Management,4,1,0,0,8,4.243952163206426,0.688273388397132,0
723,291,Lagos,Regional,Science,4,0,2,1,3,3.428388930150443,0.5251607417859353,0
724,226,Other,Far,Arts,4,0,0,0,11,2.3444780902116027,0.3083785737981673,1
725,330,Rivers,Regional,Science,3,0,0,0,13,2.9847113579757596,0.43642522735099865,0
726,264,Lagos,Local,Science,2,1,0,1,8,2.3965452924935935,0.31879201425456544,0
727,321,Lagos,Local,Management,2,0,0,0,2,4.5574832589698255,0.7509796075498119,0
728,245,Lagos,Far,Science,1,1,1,1,5,4.789920706021731,0.797467096960193,0
729,254,Kano,Local,Arts,2,1,0,0,2,3.7202489579970743,0.5835327473552616,0
730,282,Oyo,Regional,Arts,3,0,0,0,0,3.8867670741112246,0.6168363705780917,0
731,345,Kano,Local,Management,2,0,0,1,20,3.4007545545893274,0.5196338666737123,0
732,217,Lagos,Local,Management,3,0,1,0,2,3.492844732368633,0.5380519022295733,0
733,229,Other,Regional,Management,1,1,1,0,13,1.922036625336702,0.22389028082318718,1
734,277,Oyo,Regional,Arts,4,0,0,0,19,3.140854107794472,0.4676537773147411,0
735,261,Rivers,Local,Science,3,1,0,1,1,2.4950775501229923,0.3384984657804452,0
736,209,Enugu,Local,Arts,4,0,1,1,11,3.4250852300306964,0.5245000017619861,0
737,258,Rivers,Far,Arts,1,0,0,0,9,3.152312123689173,0.4699453804936813,0
738,270,Enugu,Local,Arts,3,0,0,0,12,4.757457569876892,0.7909744697312251,0
739,231,Enugu,Regional,Arts,3,0,0,1,19,3.9333021509782733,0.6261433859515014,0
740,345,Rivers,Far,Science,2,0,1,1,3,3.427609586017316,0.52500487295931,0
741,258,Other,Local,Science,3,0,0,1,18,2.9864482502882996,0.43677260581350663,0
742,209,Lagos,Far,Science,1,0,0,1,0,4.540817167007944,0.7476463891574355,0
743,285,Other,Local,Arts,4,1,1,0,10,3.1760362830987763,0.47469021237560205,0
744,230,Lagos,Regional,Arts,3,0,0,0,15,3.4653391693082223,0.5325507896174912,0
745,260,Other,Local,Arts,1,0,1,0,18,3.233799683541468,0.48624289246414043,0
746,312,Oyo,Far,Science,1,1,0,0,18,2.876676875434142,0.41481833084267516,0
747,208,Other,Local,Science,3,0,2,1,11,3.229204977908416,0.48532395133753004,0
748,311,Lagos,Local,Management,2,1,0,0,2,1.6304265194573473,0.1655682596473162,1
749,317,Enugu,Far,Management,3,0,0,0,17,1.9618348790070501,0.23184993155725675,1
750,324,Enugu,Regional,Arts,3,0,0,0,16,3.4797044333357023,0.5354238424229872,0
751,253,Oyo,Regional,Arts,2,0,0,1,4,4.454559752421989,0.7303949062402446,0
752,196,Enugu,Local,Science,1,1,0,1,15,3.4785768833153354,0.5351983324189138,0
753,263,Enugu,Regional,Management,3,1,0,1,13,2.623704916082677,0.36422393897238214,0
754,248,Rivers,Local,Management,2,1,0,1,18,2.0457169967461315,0.24862635510507303,1
755,213,Rivers,Local,Arts,4,1,0,1,5,3.827621808380511,0.605007317431949,0
756,185,Enugu,Regional,Arts,4,0,0,0,2,2.7462438791879196,0.38873173159343066,1
757,232,Lagos,Local,Arts,2,0,0,0,5,3.7145883348420483,0.5824006227242564,0
758,305,Other,Far,Arts,1,0,0,1,11,3.511892126452574,0.5418613810463616,0
759,222,Oyo,Far,Arts,2,0,3,1,19,3.5826403138037515,0.5560110185165971,0
760,294,Other,Regional,Arts,1,0,0,0,10,3.226881365882845,0.48485922893241573,0
761,290,Kano,Far,Arts,4,0,0,1,6,3.5069155079757133,0.5408660573509894,0
762,330,Other,Regional,Science,3,1,3,1,0,3.104436478994932,0.46037025155483313,0
763,259,Other,Local,Management,2,0,0,1,15,2.6917547725054374,0.37783391025693425,0
764,274,Oyo,Regional,Management,4,0,0,1,15,2.429200751587159,0.3253231060732785,0
765,297,Oyo,Local,Science,3,0,0,1,16,1.291992961623217,0.1,1
766,323,Rivers,Local,Arts,4,0,0,0,14,3.0551123500763926,0.4505054257711253,0
767,187,Other,Far,Science,2,0,0,0,20,4.415502546361562,0.7225834650281592,0
768,311,Enugu,Regional,Science,2,1,0,0,8,3.784064074030078,0.5962957705618623,0
769,283,Lagos,Far,Science,3,0,1,1,4,3.382167294780767,0.5159164147120001,0
770,311,Rivers,Local,Arts,2,1,0,1,19,2.612796004568679,0.3620421566695826,0
771,204,Other,Regional,Management,4,0,0,0,7,3.997871380607262,0.6390572318772991,0
772,275,Other,Local,Arts,3,0,2,0,20,3.1045525505575804,0.46039346586736285,0
773,334,Other,Regional,Arts,3,0,0,1,0,4.459947451031248,0.7314724459620963,0
774,272,Oyo,Regional,Arts,4,0,2,1,6,2.415130189364255,0.3225089936286977,0
775,339,Kano,Regional,Science,1,0,0,0,10,2.600024377621875,0.35948783128022177,0
776,240,Kano,Local,Science,3,0,0,1,19,2.5221840446242973,0.3439197646807062,0
777,301,Kano,Local,Management,1,1,0,1,20,2.0143053036527894,0.24234401648640463,0
778,230,Lagos,Local,Management,4,0,0,1,12,2.4503642518465902,0.3295558061251648,1
779,326,Rivers,Regional,Arts,4,1,0,1,12,3.282573007812734,0.49599755731839357,0
780,200,Kano,Far,Arts,3,1,0,1,6,2.630239180119498,0.36553079177974634,1
781,184,Rivers,Local,Management,2,1,0,1,10,0.5,0.1,1
782,271,Other,Regional,Science,3,0,0,1,17,4.059418637936098,0.6513666833430662,0
783,349,Rivers,Far,Management,2,1,0,0,0,1.8527250165220757,0.2100279590602619,0
784,240,Other,Regional,Arts,1,0,0,0,11,3.67138262790931,0.5737594813377087,0
785,201,Oyo,Regional,Arts,2,0,0,1,2,3.224971671735652,0.48447729010297713,0
786,328,Kano,Far,Science,3,0,0,0,0,4.893898253136275,0.8182626063831017,0
787,249,Rivers,Local,Arts,2,1,0,1,3,3.9975659852180963,0.638996152799466,0
788,180,Lagos,Local,Management,4,0,0,1,5,2.7963163236120208,0.3987462204782509,1
789,312,Rivers,Local,Science,1,0,0,1,4,2.6383491501157508,0.3671527857789969,0
790,191,Oyo,Far,Arts,4,0,0,0,10,4.402182144639428,0.7199193846837324,0
791,269,Lagos,Far,Science,4,0,0,1,19,2.0193031223188704,0.24334358021962083,1
792,225,Kano,Regional,Management,4,0,3,1,12,3.3527039487349666,0.51002374550284,0
793,213,Rivers,Local,Arts,4,1,0,0,10,3.0951036294002625,0.4585036816358993,0
794,257,Other,Local,Management,2,0,0,1,5,2.9254191450362597,0.4245667847630987,0
795,224,Other,Local,Science,4,1,2,0,18,3.4828111875587404,0.5360451932675948,0
796,334,Oyo,Local,Science,2,0,2,0,14,3.3516478884069407,0.5098125334372349,0
797,252,Lagos,Regional,Science,4,0,1,0,20,3.5659205942333956,0.5526670746025258,0
798,205,Other,Far,Science,3,0,0,1,12,3.3111805218906274,0.5017190601339723,0
799,226,Other,Far,Science,4,1,0,1,9,3.5341451240137984,0.5463119805586064,0
800,300,Oyo,Regional,Arts,3,0,1,0,0,3.274692154345276,0.494421386624902,0
801,235,Other,Local,Science,2,0,1,0,12,2.6724584902269486,0.3739746538012365,1
802,273,Rivers,Local,Arts,1,1,0,0,5,3.2032010081892763,0.48012315739370204,0
803,286,Other,Local,Science,2,0,0,1,20,2.628490752236784,0.36518110620320354,0
804,242,Other,Regional,Arts,1,0,3,1,19,2.57569871621532,0.35462269899891075,1
805,227,Lagos,Far,Management,1,0,0,1,11,2.931079997825799,0.42569895532100654,0
806,240,Enugu,Local,Arts,4,1,0,1,16,3.104461471411326,0.46037525003811197,0
807,260,Other,Local,Management,1,1,0,1,17,3.228180245078249,0.4851190047714965,0
808,205,Lagos,Local,Science,2,1,0,1,7,3.9331030618906646,0.6261035681339797,0
809,215,Enugu,Local,Arts,4,1,0,1,13,2.801228733967325,0.3997287025493118,0
810,180,Other,Regional,Arts,1,0,0,1,4,3.3574815411798564,0.510979263991818,0
811,187,Enugu,Local,Arts,2,0,4,1,1,3.2944221711550554,0.4983673899868578,1
812,292,Kano,Regional,Arts,1,0,0,1,10,2.713097370027148,0.3821024297612763,0
813,278,Enugu,Far,Arts,1,0,0,1,2,3.258992628965236,0.49128148154889395,0
814,226,Kano,Regional,Arts,4,1,1,1,15,4.002177132141851,0.6399183821842169,0
815,306,Enugu,Local,Arts,4,0,0,1,20,3.3492049735067204,0.5093239504571908,0
816,235,Lagos,Local,Management,2,0,0,1,15,3.3812671432218466,0.5157363844002161,0
817,193,Oyo,Regional,Management,4,0,0,0,8,2.6357373352458664,0.36663042280502,1
818,207,Enugu,Local,Science,4,1,0,1,12,4.775087080963901,0.794500371948627,0
819,257,Oyo,Local,Science,3,0,0,0,9,2.6813149037419994,0.3757459365042466,0
820,309,Oyo,Regional,Management,3,0,0,0,16,1.865773231562018,0.21263760206825033,1
821,288,Enugu,Regional,Management,2,0,2,0,20,3.8881472961744614,0.617112414990739,0
822,333,Oyo,Regional,Science,4,1,0,1,16,3.1081463682812593,0.4611122294120986,0
823,193,Lagos,Local,Science,2,1,0,1,9,2.95756654324234,0.4309962644043147,0
824,235,Enugu,Far,Management,3,0,0,0,7,2.7635569756707783,0.39219435089000243,1
825,294,Kano,Local,Management,3,0,0,0,6,4.69737169945267,0.7789572956463808,0
826,186,Other,Local,Science,3,1,0,0,13,3.4836722228837464,0.536217400332596,0
827,182,Lagos,Regional,Arts,2,0,0,1,17,3.639800977316068,0.5674431512190604,0
828,290,Rivers,Regional,Management,4,0,1,0,20,3.330092498865814,0.5055014555290096,0
829,330,Oyo,Far,Management,1,0,0,0,18,3.416039690756157,0.5226908939070782,0
830,286,Enugu,Regional,Management,4,0,0,0,17,4.318899688447532,0.7032628934453531,0
831,197,Lagos,Far,Management,2,0,0,1,13,2.999316271017844,0.43934620995941553,1
832,217,Enugu,Far,Science,3,0,0,1,9,2.034449963583416,0.24637294847253,1
833,294,Oyo,Regional,Management,1,0,0,1,0,3.8944437233822216,0.6183717004322911,0
834,194,Oyo,Regional,Science,2,1,2,1,8,3.5973612897939136,0.5589552137146294,0
835,298,Rivers,Regional,Management,3,1,0,0,17,3.2863838503080345,0.49675972581745365,0
836,207,Enugu,Far,Science,2,0,0,0,12,3.5766025932382295,0.5548034744034926,0
837,218,Enugu,Regional,Management,1,0,5,0,16,2.903404623764661,0.42016388050877895,1
838,196,Oyo,Local,Science,3,0,0,1,15,3.216554066283408,0.48279376901252835,0
839,265,Enugu,Regional,Arts,4,0,3,0,10,3.0946397969120722,0.45841091513826115,0
840,305,Enugu,Local,Science,2,1,0,1,8,2.7268093943432667,0.38484483462450014,0
841,223,Kano,Local,Arts,1,0,0,0,6,4.151338226484002,0.6697506010526472,0
842,204,Lagos,Local,Management,4,0,0,0,0,2.0701930980657597,0.25352157536899866,1
843,324,Kano,Regional,Management,1,0,0,1,8,5.0,0.8394829557558467,0
844,192,Lagos,Far,Arts,2,1,0,1,9,3.9018897673651805,0.6198609092288828,0
845,204,Rivers,Local,Science,1,0,0,1,15,1.7776195722381194,0.19500687020347063,1
846,247,Oyo,Local,Management,3,0,0,1,20,3.0206669364072565,0.443616343037298,0
847,317,Kano,Local,Management,1,0,0,0,17,3.065163267277154,0.45251560921127754,0
848,246,Other,Regional,Management,2,0,1,1,13,3.51350930315369,0.5421848163865848,0
849,288,Lagos,Local,Management,3,0,0,1,10,2.408497383408224,0.32118243243749156,0
850,325,Other,Local,Management,1,0,0,1,3,3.225620274694574,0.48460701069476153,0
851,290,Oyo,Local,Arts,1,0,0,0,18,3.1031044815018825,0.4601038520562233,0
852,290,Rivers,Regional,Management,3,0,0,1,12,2.609905309941249,0.36146401774409653,0
853,213,Lagos,Local,Arts,4,0,0,1,0,2.498598214823015,0.3392025987204497,1
854,290,Oyo,Regional,Management,4,0,0,0,20,3.9350437173618857,0.6264916992282239,0
855,187,Rivers,Local,Management,3,1,1,1,18,1.8427339679659251,0.2080297493490318,1
856,347,Other,Regional,Science,1,1,0,1,14,3.582303148876841,0.5559435855312149,0
857,292,Enugu,Local,Science,4,0,0,0,19,3.8380082455024995,0.6070846048563466,0
858,262,Other,Regional,Science,3,0,3,1,14,3.025153329329267,0.44451362162170016,0
859,221,Kano,Local,Science,2,0,4,0,10,3.241898271779997,0.4878626101118462,0
860,348,Oyo,Regional,Arts,1,1,0,1,4,4.130795999757906,0.6656421557074279,0
861,280,Oyo,Far,Management,2,1,0,1,9,2.6361187914207544,0.36670671403999766,0
862,185,Oyo,Far,Science,1,1,0,1,17,2.718678056888701,0.38321856713358693,1
863,205,Kano,Regional,Arts,4,0,0,0,6,2.803613055120554,0.40020556677995756,1
864,243,Oyo,Regional,Management,2,0,4,1,0,4.132260479378625,0.6659350516315719,0
865,238,Enugu,Far,Management,2,0,0,1,2,4.233834997507766,0.6862499552574,0
866,288,Oyo,Regional,Arts,3,1,0,1,0,2.0832878124291048,0.2561405182416677,0
867,300,Rivers,Local,Management,4,0,0,1,16,4.004992597849309,0.6404814753257086,0
868,212,Other,Far,Arts,4,0,0,0,14,3.8551266450778274,0.6105082847714123,0
869,329,Lagos,Local,Science,1,1,0,0,4,4.442875848359862,0.7280581254278192,0
870,200,Other,Local,Science,3,0,0,0,15,3.5080864257011037,0.5411002408960675,0
871,249,Other,Local,Science,3,1,0,1,11,3.1645919037771386,0.47240133651127447,0
872,291,Other,Local,Science,1,0,0,1,18,4.116173349257327,0.6627176256073122,0
873,183,Enugu,Regional,Management,2,0,0,0,13,3.7591230332014125,0.5913075623961292,0
874,273,Rivers,Local,Management,1,0,0,0,2,4.995918731318982,0.8386667020196431,0
875,254,Other,Local,Arts,1,1,0,1,18,3.9669662759694626,0.6328762109497392,0
876,241,Kano,Local,Arts,1,0,0,1,0,3.3228383811391327,0.5040506319836733,0
877,273,Enugu,Regional,Science,3,0,1,1,20,2.260716495699063,0.29162625489565935,1
878,274,Oyo,Regional,Management,1,1,0,1,0,2.7352662582447054,0.3865362074047878,0
879,331,Oyo,Local,Management,1,0,0,1,9,2.0512360175775872,0.24973015927136422,0
880,234,Kano,Local,Science,1,0,0,0,2,3.0279503711513094,0.44507302998610865,0
881,316,Oyo,Local,Science,4,0,0,1,12,3.9408540745862766,0.627653770673102,0
882,310,Other,Far,Arts,2,0,0,1,5,3.1970631292155876,0.4788955815989643,0
883,210,Lagos,Regional,Arts,2,0,0,1,10,4.017380215008059,0.6429589987574584,0
884,219,Other,Regional,Arts,2,0,0,0,5,3.470058986751211,0.533494753106089,0
885,215,Lagos,Local,Arts,2,0,0,1,2,2.8775261681967925,0.4149881893952052,0
886,331,Rivers,Regional,Arts,3,1,0,1,15,3.2701001241359715,0.4935029805830411,0
887,185,Lagos,Regional,Science,3,1,0,1,8,3.577677352844077,0.5550184263246621,0
888,245,Lagos,Local,Science,1,1,1,1,7,3.311378718770893,0.5017586995100254,0
889,254,Other,Local,Arts,3,0,0,0,2,3.3205473830815313,0.503592432372153,0
890,183,Rivers,Local,Management,2,0,0,1,4,2.584759913930635,0.35643493854197383,1
891,258,Rivers,Far,Management,4,0,0,1,20,2.8536189878062275,0.4102067533170922,0
892,313,Kano,Far,Management,1,0,0,0,13,5.0,0.8394829557558467,0
893,297,Enugu,Regional,Management,1,0,0,1,4,4.182773192338834,0.6760375942236135,0
894,292,Enugu,Regional,Arts,2,0,0,1,18,2.0209272825522273,0.2436684122662922,1
895,273,Rivers,Local,Arts,2,1,1,0,4,1.3064248339949107,0.10076792255482891,1
896,241,Rivers,Regional,Management,2,0,0,1,20,3.260953937158978,0.49167374318764234,0
897,258,Other,Regional,Science,3,0,0,0,19,3.9147783155407923,0.6224386188640052,0
898,315,Rivers,Local,Arts,1,0,0,0,19,2.784046530062234,0.3962922617682936,0
899,205,Enugu,Far,Arts,2,1,0,0,1,4.017326982558351,0.6429483522675169,0
900,223,Kano,Local,Arts,4,0,0,1,6,3.2477236520056674,0.4890276861569802,0
901,312,Other,Local,Science,1,0,3,1,0,3.0695509762184203,0.4533931509995308,0
902,249,Rivers,Regional,Arts,1,0,0,1,20,3.8048921409401455,0.6004613839438758,0
903,333,Enugu,Regional,Management,3,0,1,1,17,2.774499365678185,0.3943828288914838,0
904,297,Kano,Regional,Arts,1,0,0,1,9,2.9706349425570777,0.4336099442672623,0
905,247,Other,Local,Management,2,1,1,0,5,3.736133809704371,0.5867097176967209,0
906,198,Kano,Far,Science,2,1,1,0,6,3.1748832503471807,0.4744596058252829,0
907,199,Other,Regional,Management,4,0,0,1,11,4.727021018702189,0.7848871594962845,0
908,292,Rivers,Regional,Arts,1,1,2,1,17,3.755060330284815,0.5904950218128098,0
909,319,Kano,Far,Arts,1,0,0,1,10,3.7030510626662094,0.5800931682890886,0
910,226,Other,Regional,Science,3,0,0,0,18,3.1603962831479455,0.47156221238543583,0
911,180,Rivers,Local,Science,2,0,0,1,3,3.899803741367685,0.6194437040293838,0
912,269,Other,Regional,Arts,4,1,0,1,18,2.941913781758683,0.4278657121075834,0
913,321,Other,Local,Arts,2,0,1,0,12,3.4259022009596123,0.5246633959477692,0
914,243,Other,Local,Arts,1,0,0,1,18,2.466965562396352,0.3328760682351171,1
915,217,Lagos,Local,Science,1,0,0,0,1,4.031553113784474,0.6457935785127416,0
916,216,Other,Far,Management,4,0,0,1,8,3.432483757809434,0.5259797073177335,0
917,305,Rivers,Local,Management,1,0,1,0,7,4.786010450958301,0.796685045947507,0
918,318,Other,Regional,Science,4,1,2,1,20,5.0,0.8394829557558467,0
919,279,Oyo,Local,Arts,4,0,0,1,13,3.8106555611465183,0.6016140679851504,0
920,256,Other,Regional,Management,2,1,0,0,8,3.254740248966323,0.49043100554911134,0
921,182,Enugu,Regional,Arts,4,0,0,0,12,2.443148390299545,0.3281126338157557,1
922,340,Enugu,Regional,Science,1,0,0,1,17,3.9237998426070595,0.6242429242772587,0
923,313,Lagos,Local,Arts,3,0,0,1,5,3.368227651116183,0.5131284859790833,0
924,189,Other,Regional,Science,3,0,0,1,2,3.63042787132357,0.5655685300205607,0
925,184,Rivers,Far,Science,1,0,0,0,9,4.583829909964995,0.7562489377488457,0
926,330,Enugu,Regional,Science,3,0,0,1,9,2.5404613690693227,0.3475752295697113,0
927,317,Other,Regional,Arts,3,0,0,0,9,2.4605566652149307,0.3315942887988329,0
928,309,Enugu,Far,Science,4,1,1,1,8,3.010859249303456,0.4416548056165379,0
929,192,Kano,Local,Management,3,1,1,1,11,3.856960919801459,0.6108751397161385,0
930,347,Enugu,Regional,Science,3,1,0,0,7,3.643893792171591,0.5682617141901649,0
931,309,Rivers,Far,Science,3,1,0,1,8,2.483449190643382,0.3361727938845232,0
932,263,Enugu,Local,Arts,2,0,0,0,16,3.805242320561986,0.600531419868244,0
933,244,Lagos,Regional,Science,1,0,0,1,7,2.2390297448853897,0.2872889047329247,1
934,242,Kano,Local,Arts,4,1,0,1,17,2.529806660520914,0.34544428786002956,0
935,280,Kano,Regional,Science,3,1,1,1,19,3.1076341462486488,0.46100978500557654,0
936,252,Oyo,Regional,Science,1,0,0,1,16,2.757255003219824,0.39093395639981154,0
937,196,Lagos,Local,Science,3,0,0,1,5,3.911887590920748,0.6218604739399963,0
938,188,Rivers,Regional,Arts,2,0,0,1,9,3.429102786400876,0.525303513036022,0
939,322,Other,Local,Science,2,0,0,0,0,4.612448942101809,0.7619727441762085,0
940,331,Lagos,Local,Management,3,0,1,1,20,3.0022517077164688,0.43993329729914055,0
941,217,Enugu,Local,Arts,3,0,0,1,0,3.1022382791674055,0.4599306115893278,0
942,342,Other,Far,Arts,3,0,1,1,8,4.168306087249411,0.6731441732057288,0
943,273,Other,Local,Arts,2,1,0,1,19,3.1272633575009636,0.46493562725603943,0
944,274,Oyo,Far,Arts,2,0,3,1,2,4.395204198166037,0.7185237953890542,0
945,228,Oyo,Regional,Management,1,1,1,1,5,3.6326625683075937,0.5660154694173655,0
946,248,Other,Local,Science,4,0,0,1,6,1.3177708240917128,0.10303712057418929,1
947,241,Rivers,Regional,Science,4,0,1,1,8,4.142056331319571,0.667894222019761,0
948,257,Other,Regional,Science,2,0,0,1,4,3.930181450495847,0.6255192458550162,0
949,296,Lagos,Regional,Science,4,1,4,0,15,3.961066084888436,0.631696172733534,0
950,299,Other,Local,Science,3,0,0,0,1,1.6712172971637935,0.17372641518860543,1
951,316,Rivers,Local,Arts,1,0,0,1,2,2.669608030983162,0.3734045619524792,0
952,341,Enugu,Local,Arts,2,1,0,0,2,2.729036133154584,0.3852901823867636,0
953,255,Kano,Local,Management,2,0,0,1,19,2.5271029059516863,0.34490353694618403,0
954,214,Oyo,Local,Science,4,1,1,1,9,4.593538025515151,0.7581905608588768,0
955,180,Lagos,Local,Science,3,0,0,0,2,3.190585729741093,0.4776001017040653,1
956,219,Other,Local,Management,1,0,0,0,14,3.1707512458966636,0.47363320493517946,0
957,243,Other,Local,Management,4,0,0,0,13,3.6416066482526235,0.5678042854063714,0
958,329,Kano,Local,Arts,2,0,0,0,3,3.6554413343115058,0.5705712226181479,0
959,239,Other,Local,Arts,2,0,0,1,9,0.5320858314993364,0.1,1
960,243,Other,Far,Management,4,0,0,0,10,2.6829139702805094,0.3760657498119486,1
961,272,Oyo,Local,Arts,3,0,0,0,10,2.0697691377669787,0.25343678330924246,1
962,251,Rivers,Regional,Science,1,0,0,1,7,3.520244874523856,0.5435319306606179,0
963,190,Kano,Local,Management,1,0,0,0,8,2.968886068532762,0.4332601694623992,1
964,284,Kano,Far,Arts,1,0,0,1,7,3.212310051601015,0.48194496607604975,0
965,193,Rivers,Local,Science,1,0,1,0,11,1.5371842008875818,0.14691979593336313,1
966,239,Other,Far,Arts,3,0,0,1,16,2.9521182202476015,0.42990659980536705,0
967,209,Lagos,Regional,Arts,2,0,0,1,14,4.0921042014662525,0.6579037960490972,0
968,214,Other,Local,Management,2,1,0,1,18,4.327559586481734,0.7049948730521935,0
969,344,Rivers,Far,Science,1,0,0,1,19,3.77509073563256,0.5945011028823587,0
970,184,Enugu,Regional,Management,1,0,0,0,5,2.1316277652415048,0.2658085088041477,1
971,262,Other,Local,Arts,1,0,0,1,4,4.207521442393699,0.6809872442345866,0
972,302,Other,Regional,Arts,4,0,0,1,7,3.779201804000013,0.5953233165558494,0
973,257,Rivers,Far,Science,4,1,0,1,17,3.106248772748369,0.46073271030552054,0
974,333,Enugu,Regional,Management,2,0,0,0,20,1.5799709483922049,0.1554771454342877,1
975,241,Rivers,Local,Management,2,0,0,0,20,3.9628759605300137,0.6320581478618494,0
976,311,Lagos,Regional,Science,1,0,0,0,14,2.726266936013297,0.3847363429585061,0
977,268,Kano,Regional,Science,4,0,0,0,2,3.476932656843825,0.5348694871246117,0
978,221,Enugu,Far,Arts,3,1,0,1,13,3.25471508850933,0.49042597345771277,0
979,268,Rivers,Regional,Management,4,0,1,1,14,4.430715987550623,0.7256261532659714,0
980,325,Oyo,Local,Science,2,0,0,1,12,3.099706411201993,0.45942423799624543,0
981,219,Rivers,Far,Arts,4,0,0,0,20,3.187909127931242,0.4770647813420952,0
982,251,Enugu,Local,Arts,2,1,2,0,19,4.4628923123829045,0.7320614182324277,0
983,218,Rivers,Local,Science,1,0,0,1,20,2.6734222049998495,0.3741673967558167,1
984,283,Oyo,Regional,Arts,3,1,0,1,8,3.851458281126222,0.6097746119810912,0
985,193,Other,Regional,Science,1,0,0,1,16,3.041107421697229,0.44770444009529253,0
986,211,Enugu,Local,Management,1,0,0,0,18,2.397966430396057,0.3190762418350581,1
987,304,Other,Regional,Arts,3,1,1,1,3,3.2009287893766984,0.47966871363118646,0
988,345,Kano,Local,Arts,3,1,0,0,19,3.7533640908863903,0.5901557739331248,0
989,276,Enugu,Local,Science,3,0,0,1,9,4.282967871981209,0.6960765301520886,0
